Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Resistance","Tolerance","Power (Watts)","Composition","Features","Temperature Coefficient","Operating Temperature","Package / Case","Supplier Device Package","Size / Dimension","Height - Seated (Max)","Number of Terminations","Failure Rate","Ratings"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/13_0402-(1005-metric).jpg","311-0.0JRTR-ND,311-0.0JRCT-ND,311-0.0JRDKR-ND","RC0402JR-070RL","YAGEO","YAGEO","RES 0 OHM JUMPER 1/16W 0402","1,130,598","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","0 Ohms","Jumper","-","Thick Film","Moisture Resistant","-","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/13_0402-(1005-metric).jpg","311-0.0LRTR-ND,311-0.0LRCT-ND,311-0.0LRDKR-ND","RC0402FR-070RL","YAGEO","YAGEO","RES 0 OHM JUMPER 1/16W 0402","1,153,471","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","0 Ohms","Jumper","-","Thick Film","Moisture Resistant","-","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/13_0402-(1005-metric).jpg","13-RC0402JR-130RLTR-ND,13-RC0402JR-130RLCT-ND,13-RC0402JR-130RLDKR-ND","RC0402JR-130RL","YAGEO","YAGEO","RES 0 OHM JUMPER 1/16W 0402","607,682","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","0 Ohms","Jumper","-","Thick Film","Moisture Resistant","-","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/13_0402-(1005-metric).jpg","13-RC0402JR-100RLTR-ND,13-RC0402JR-100RLCT-ND,13-RC0402JR-100RLDKR-ND","RC0402JR-100RL","YAGEO","YAGEO","RES 0 OHM JUMPER 1/16W 0402","50,576","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","0 Ohms","Jumper","-","Thick Film","Moisture Resistant","-","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/13_0402-(1005-metric).jpg","311-1.0JRTR-ND,311-1.0JRCT-ND,311-1.0JRDKR-ND","RC0402JR-071RL","YAGEO","YAGEO","RES 1 OHM 5% 1/16W 0402","407,774","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1 Ohms","±5%","0.063W, 1/16W","Thick Film","Moisture Resistant","±200ppm/°C","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/13_0402-(1005-metric).jpg","311-1.00LRTR-ND,311-1.00LRCT-ND,311-1.00LRDKR-ND","RC0402FR-071RL","YAGEO","YAGEO","RES 1 OHM 1% 1/16W 0402","1,707,517","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1 Ohms","±1%","0.063W, 1/16W","Thick Film","Moisture Resistant","±200ppm/°C","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-"
"https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rc_group_51_rohs_l.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/13_0402-(1005-metric).jpg","13-RC0402FR-131RLTR-ND,13-RC0402FR-131RLCT-ND,13-RC0402FR-131RLDKR-ND","RC0402FR-131RL","YAGEO","YAGEO","RES 1 OHM 1% 1/16W 0402","186,890","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1 Ohms","±1%","0.063W, 1/16W","Thick Film","Moisture Resistant","±200ppm/°C","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4843/YAGEOCHIPRES.jpg","13-RC0402JR-131RLTR-ND,13-RC0402JR-131RLCT-ND,13-RC0402JR-131RLDKR-ND","RC0402JR-131RL","YAGEO","YAGEO","RES 1 OHM 5% 1/16W 0402","100,000","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1 Ohms","±5%","0.063W, 1/16W","Thick Film","Moisture Resistant","±200ppm/°C","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/13_0402-(1005-metric).jpg","13-RC0402FR-071R1LTR-ND,13-RC0402FR-071R1LCT-ND,13-RC0402FR-071R1LDKR-ND","RC0402FR-071R1L","YAGEO","YAGEO","RES 1.1 OHM 1% 1/16W 0402","57,130","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1.1 Ohms","±1%","0.063W, 1/16W","Thick Film","Moisture Resistant","±200ppm/°C","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/13_0402-(1005-metric).jpg","311-1.1JRTR-ND,311-1.1JRCT-ND,311-1.1JRDKR-ND","RC0402JR-071R1L","YAGEO","YAGEO","RES 1.1 OHM 5% 1/16W 0402","4,350","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1.1 Ohms","±5%","0.063W, 1/16W","Thick Film","Moisture Resistant","±200ppm/°C","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-"
"https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rc_group_51_rohs_l.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/13_0402-(1005-metric).jpg","YAG3286TR-ND,YAG3286CT-ND,YAG3286DKR-ND","RC0402JR-071R2L","YAGEO","YAGEO","RES 1.2 OHM 5% 1/16W 0402","22,141","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1.2 Ohms","±5%","0.063W, 1/16W","Thick Film","Moisture Resistant","±200ppm/°C","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/13_0402-(1005-metric).jpg","13-RC0402FR-071R2LTR-ND,13-RC0402FR-071R2LCT-ND,13-RC0402FR-071R2LDKR-ND","RC0402FR-071R2L","YAGEO","YAGEO","RES 1.2 OHM 1% 1/16W 0402","6,747","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1.2 Ohms","±1%","0.063W, 1/16W","Thick Film","Moisture Resistant","±200ppm/°C","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/13_0402-(1005-metric).jpg","13-RC0402FR-071R21LTR-ND,13-RC0402FR-071R21LCT-ND,13-RC0402FR-071R21LDKR-ND","RC0402FR-071R21L","YAGEO","YAGEO","RES 1.21 OHM 1% 1/16W 0402","20,000","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1.21 Ohms","±1%","0.063W, 1/16W","Thick Film","Moisture Resistant","±200ppm/°C","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/13_0402-(1005-metric).jpg","13-RC0402FR-071R3LTR-ND,13-RC0402FR-071R3LCT-ND,13-RC0402FR-071R3LDKR-ND","RC0402FR-071R3L","YAGEO","YAGEO","RES 1.3 OHM 1% 1/16W 0402","34,078","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1.3 Ohms","±1%","0.063W, 1/16W","Thick Film","Moisture Resistant","±200ppm/°C","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-"
