Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Resistance","Tolerance","Power (Watts)","Composition","Features","Temperature Coefficient","Operating Temperature","Package / Case","Supplier Device Package","Size / Dimension","Height - Seated (Max)","Number of Terminations","Failure Rate","Ratings"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2884/RC Series 0201(0603 Metric).jpg","311-0.0NTR-ND,311-0.0NCT-ND,311-0.0NDKR-ND","RC0201JR-070RL","YAGEO","YAGEO","RES 0 OHM JUMPER 1/20W 0201","2,517,714","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","0 Ohms","Jumper","-","Thick Film","Moisture Resistant","-","-55°C ~ 125°C","0201 (0603 Metric)","0201","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.010"" (0.26mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/Yageo-0201.jpg","311-0.0MTR-ND,311-0.0MCT-ND,311-0.0MDKR-ND","RC0201FR-070RL","YAGEO","YAGEO","RES 0 OHM JUMPER 1/20W 0201","2,761,451","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","0 Ohms","Jumper","-","Thick Film","Moisture Resistant","-","-55°C ~ 125°C","0201 (0603 Metric)","0201","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.010"" (0.26mm)","2","-","-"
"https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rc_group_51_rohs_l.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/Yageo-0201.jpg","13-RC0201JR-130RLTR-ND,13-RC0201JR-130RLCT-ND,13-RC0201JR-130RLDKR-ND","RC0201JR-130RL","YAGEO","YAGEO","RES 0 OHM JUMPER 1/20W 0201","289,474","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","0 Ohms","Jumper","-","Thick Film","Moisture Resistant","-","-55°C ~ 125°C","0201 (0603 Metric)","0201","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.010"" (0.26mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2884/RC Series 0201(0603 Metric).jpg","13-RC0201JR-071RLTR-ND,13-RC0201JR-071RLCT-ND,13-RC0201JR-071RLDKR-ND","RC0201JR-071RL","YAGEO","YAGEO","RES 1 OHM 5% 1/20W 0201","51,075","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1 Ohms","±5%","0.05W, 1/20W","Thick Film","Moisture Resistant","-100/ +350ppm/°C","-55°C ~ 125°C","0201 (0603 Metric)","0201","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.010"" (0.26mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/Yageo-0201.jpg","YAG3368TR-ND,YAG3368CT-ND,YAG3368DKR-ND","RC0201FR-071RL","YAGEO","YAGEO","RES 1 OHM 1% 1/20W 0201","263,758","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1 Ohms","±1%","0.05W, 1/20W","Thick Film","Moisture Resistant","-100/ +350ppm/°C","-55°C ~ 125°C","0201 (0603 Metric)","0201","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.010"" (0.26mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2884/RC Series 0201(0603 Metric).jpg","YAG2874TR-ND,YAG2874CT-ND,YAG2874DKR-ND","RC0201JR-071R1L","YAGEO","YAGEO","RES 1.1 OHM 5% 1/20W 0201","9,985","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1.1 Ohms","±5%","0.05W, 1/20W","Thick Film","Moisture Resistant","-100/ +350ppm/°C","-55°C ~ 125°C","0201 (0603 Metric)","0201","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.010"" (0.26mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2884/RC Series 0201(0603 Metric).jpg","YAG2875TR-ND,YAG2875CT-ND,YAG2875DKR-ND","RC0201JR-071R2L","YAGEO","YAGEO","RES 1.2 OHM 5% 1/20W 0201","5,659","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1.2 Ohms","±5%","0.05W, 1/20W","Thick Film","Moisture Resistant","-100/ +350ppm/°C","-55°C ~ 125°C","0201 (0603 Metric)","0201","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.010"" (0.26mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/Yageo-0201.jpg","13-RC0201FR-071R5LTR-ND,13-RC0201FR-071R5LCT-ND,13-RC0201FR-071R5LDKR-ND","RC0201FR-071R5L","YAGEO","YAGEO","RES 1.5 OHM 1% 1/20W 0201","29,900","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1.5 Ohms","±1%","0.05W, 1/20W","Thick Film","Moisture Resistant","-100/ +350ppm/°C","-55°C ~ 125°C","0201 (0603 Metric)","0201","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.010"" (0.26mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2884/RC Series 0201(0603 Metric).jpg","YAG2877TR-ND,YAG2877CT-ND,YAG2877DKR-ND","RC0201JR-071R5L","YAGEO","YAGEO","RES 1.5 OHM 5% 1/20W 0201","23,141","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1.5 Ohms","±5%","0.05W, 1/20W","Thick Film","Moisture Resistant","-100/ +350ppm/°C","-55°C ~ 125°C","0201 (0603 Metric)","0201","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.010"" (0.26mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2884/RC Series 0201(0603 Metric).jpg","YAG2878TR-ND,YAG2878CT-ND,YAG2878DKR-ND","RC0201JR-071R6L","YAGEO","YAGEO","RES 1.6 OHM 5% 1/20W 0201","4,714","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1.6 Ohms","±5%","0.05W, 1/20W","Thick Film","Moisture Resistant","-100/ +350ppm/°C","-55°C ~ 125°C","0201 (0603 Metric)","0201","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.010"" (0.26mm)","2","-","-"
