Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-5984-2-ND,445-5984-1-ND,445-5984-6-ND","C2012X5R1E106K125AB","TDK Corporation","TDK Corporation","CAP CER 10UF 25V X5R 0805","598,550","0.34","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","10 µF","±10%","25V","X5R","-55°C ~ 85°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-7523-2-ND,445-7523-1-ND,445-7523-6-ND","C2012C0G1H333J125AA","TDK Corporation","TDK Corporation","CAP CER 0.033UF 50V C0G 0805","282,583","0.33","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","0.033 µF","±5%","50V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_midvoltage_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-C2012X7T2E104K125AATR-ND,445-C2012X7T2E104K125AACT-ND,445-C2012X7T2E104K125AADKR-ND","C2012X7T2E104K125AA","TDK Corporation","TDK Corporation","CAP CER 0.1UF 250V X7T 0805","199,470","0.37","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","0.1 µF","±10%","250V","X7T","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-7665-2-ND,445-7665-1-ND,445-7665-6-ND","C2012X5R1A226M125AB","TDK Corporation","TDK Corporation","CAP CER 22UF 10V X5R 0805","143,255","0.39","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","22 µF","±20%","10V","X5R","-55°C ~ 85°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_soft_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-173616-2-ND,445-173616-1-ND,445-173616-6-ND","C2012X7R1A106K125AE","TDK Corporation","TDK Corporation","CAP CER 10UF 10V X7R 0805","252,003","0.41","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","10 µF","±10%","10V","X7R","-55°C ~ 125°C","Soft Termination","-","Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_midvoltage_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-5205-2-ND,445-5205-1-ND,445-5205-6-ND","C2012X7S2A105K125AB","TDK Corporation","TDK Corporation","CAP CER 1UF 100V X7S 0805","520,201","0.44","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","1 µF","±10%","100V","X7S","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_soft_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-8890-2-ND,445-8890-1-ND,445-8890-6-ND","C2012X7R1H105K125AE","TDK Corporation","TDK Corporation","CAP CER 1UF 50V X7R 0805","286,061","0.42","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","1 µF","±10%","50V","X7R","-55°C ~ 125°C","Soft Termination","-","Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.080"" L x 0.050"" W (2.03mm x 1.27mm)","-","0.059"" (1.50mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_soft_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-8887-2-ND,445-8887-1-ND,445-8887-6-ND","C2012X7S2A105K125AE","TDK Corporation","TDK Corporation","CAP CER 1UF 100V X7S 0805","188,997","0.47","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","1 µF","±10%","100V","X7S","-55°C ~ 125°C","Soft Termination","-","Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.080"" L x 0.050"" W (2.03mm x 1.27mm)","-","0.049"" (1.25mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-5980-2-ND,445-5980-1-ND,445-5980-6-ND","C2012X5R1H475K125AB","TDK Corporation","TDK Corporation","CAP CER 4.7UF 50V X5R 0805","248,842","0.44","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","4.7 µF","±10%","50V","X5R","-55°C ~ 85°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/info/en/documents/chara_sheet/C2012X8L1E225K125AB.pdf?ref_disty=digikey","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-175414-2-ND,445-175414-1-ND,445-175414-6-ND","C2012X8L1E225K125AB","TDK Corporation","TDK Corporation","CAP CER 2.2UF 25V X8L 0805","13,580","0.45","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","2.2 µF","±10%","25V","X8L","-55°C ~ 150°C","High Temperature","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-7599-2-ND,445-7599-1-ND,445-7599-6-ND","C2012X6S1H475K125AC","TDK Corporation","TDK Corporation","CAP CER 4.7UF 50V X6S 0805","279,658","0.47","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","4.7 µF","±10%","50V","X6S","-55°C ~ 105°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_soft_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-14537-2-ND,445-14537-1-ND,445-14537-6-ND","C2012X7R1E475K125AE","TDK Corporation","TDK Corporation","CAP CER 4.7UF 25V X7R 0805","108,999","0.48","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","4.7 µF","±10%","25V","X7R","-55°C ~ 125°C","Soft Termination","-","Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-5976-2-ND,445-5976-1-ND,445-5976-6-ND","C2012X5R1H225K125AB","TDK Corporation","TDK Corporation","CAP CER 2.2UF 50V X5R 0805","53,804","0.48","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","2.2 µF","±10%","50V","X5R","-55°C ~ 85°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-9093-2-ND,445-9093-1-ND,445-9093-6-ND","C2012X7S0J226M125AC","TDK Corporation","TDK Corporation","CAP CER 22UF 6.3V X7S 0805","1,980,483","0.48","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","22 µF","±20%","6.3V","X7S","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-7555-2-ND,445-7555-1-ND,445-7555-6-ND","C2012X7R1V475K125AC","TDK Corporation","TDK Corporation","CAP CER 4.7UF 35V X7R 0805","583,692","0.54","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","4.7 µF","±10%","35V","X7R","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-C2012X7R1H475K125ACTR-ND,445-C2012X7R1H475K125ACCT-ND,445-C2012X7R1H475K125ACDKR-ND","C2012X7R1H475K125AC","TDK Corporation","TDK Corporation","CAP CER 4.7UF 50V X7R 0805","313,821","0.54","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","4.7 µF","±10%","50V","X7R","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-181600-2-ND,445-181600-1-ND,445-181600-6-ND","C2012X7S1E106K125AC","TDK Corporation","TDK Corporation","CAP CER 10UF 25V X7S 0805","59,893","0.54","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","10 µF","±10%","25V","X7S","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-7616-2-ND,445-7616-1-ND,445-7616-6-ND","C2012X6S1A226M125AC","TDK Corporation","TDK Corporation","CAP CER 22UF 10V X6S 0805","120,159","0.59","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","22 µF","±20%","10V","X6S","-55°C ~ 105°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-5968-2-ND,445-5968-1-ND,445-5968-6-ND","C2012X7R1H225K125AC","TDK Corporation","TDK Corporation","CAP CER 2.2UF 50V X7R 0805","1,093,400","0.6","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","2.2 µF","±10%","50V","X7R","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_soft_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-172489-2-ND,445-172489-1-ND,445-172489-6-ND","C2012X7R1V475K125AE","TDK Corporation","TDK Corporation","CAP CER 4.7UF 35V X7R 0805","300,878","0.6","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","4.7 µF","±10%","35V","X7R","-55°C ~ 125°C","Soft Termination","-","Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-7647-2-ND,445-7647-1-ND,445-7647-6-ND","C2012X5R1C226M125AC","TDK Corporation","TDK Corporation","CAP CER 22UF 16V X5R 0805","72,745","0.6","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","22 µF","±20%","16V","X5R","-55°C ~ 85°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-5987-2-ND,445-5987-1-ND,445-5987-6-ND","C2012X5R0J476M125AC","TDK Corporation","TDK Corporation","CAP CER 47UF 6.3V X5R 0805","100,094","0.6","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","47 µF","±20%","6.3V","X5R","-55°C ~ 85°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-14486-2-ND,445-14486-1-ND,445-14486-6-ND","C2012X6S1C226M125AC","TDK Corporation","TDK Corporation","CAP CER 22UF 16V X6S 0805","754,635","0.6","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","22 µF","±20%","16V","X6S","-55°C ~ 105°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_soft_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-172490-2-ND,445-172490-1-ND,445-172490-6-ND","C2012X7R1V475M125AE","TDK Corporation","TDK Corporation","CAP CER 4.7UF 35V X7R 0805","24,867","0.62","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","4.7 µF","±20%","35V","X7R","-55°C ~ 125°C","Soft Termination","-","Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-14418-2-ND,445-14418-1-ND,445-14418-6-ND","C2012X5R1V106K125AC","TDK Corporation","TDK Corporation","CAP CER 10UF 35V X5R 0805","385,116","0.66","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","10 µF","±10%","35V","X5R","-55°C ~ 85°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_soft_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/445_0805-(2012-Metric)-1,45mm-C-Series.jpg","445-C2012X7R1H475K125AETR-ND,445-C2012X7R1H475K125AECT-ND,445-C2012X7R1H475K125AEDKR-ND","C2012X7R1H475K125AE","TDK Corporation","TDK Corporation","CAP CER 4.7UF 50V X7R 0805","4,220","0.66","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","4.7 µF","±10%","50V","X7R","-55°C ~ 125°C","Soft Termination","-","Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
