Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Resistance","Tolerance","Power (Watts)","Composition","Features","Temperature Coefficient","Operating Temperature","Package / Case","Supplier Device Package","Size / Dimension","Height - Seated (Max)","Number of Terminations","Failure Rate","Ratings"
"https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rc_group_51_rohs_l.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/Yageo-0603.jpg","311-0.0ERTR-ND,311-0.0ERCT-ND,311-0.0ERDKR-ND","RC1206JR-070RL","YAGEO","YAGEO","RES 0 OHM JUMPER 1/4W 1206","1,102,620","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","0 Ohms","Jumper","-","Thick Film","Moisture Resistant","-","-55°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.063"" W (3.10mm x 1.60mm)","0.026"" (0.65mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/Yageo-0603.jpg","13-RC1206JR-130RLTR-ND,13-RC1206JR-130RLCT-ND,13-RC1206JR-130RLDKR-ND","RC1206JR-130RL","YAGEO","YAGEO","RES 0 OHM JUMPER 1/4W 1206","57,143","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","0 Ohms","Jumper","-","Thick Film","Moisture Resistant","-","-55°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.063"" W (3.10mm x 1.60mm)","0.026"" (0.65mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/Yageo-0603.jpg","13-RC1206JR-100RLTR-ND,13-RC1206JR-100RLCT-ND,13-RC1206JR-100RLDKR-ND","RC1206JR-100RL","YAGEO","YAGEO","RES 0 OHM JUMPER 1/4W 1206","62,036","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","0 Ohms","Jumper","-","Thick Film","Moisture Resistant","-","-55°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.063"" W (3.10mm x 1.60mm)","0.026"" (0.65mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/Yageo-0603.jpg","YAG3367TR-ND,YAG3367CT-ND,YAG3367DKR-ND","RC1206FR-070RL","YAGEO","YAGEO","RES 0 OHM JUMPER 1/4W 1206","265,022","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","0 Ohms","Jumper","-","Thick Film","-","-","-55°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.063"" W (3.10mm x 1.60mm)","0.026"" (0.65mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/Yageo-0603.jpg","13-RC1206JR-7W0RLTR-ND,13-RC1206JR-7W0RLCT-ND,13-RC1206JR-7W0RLDKR-ND","RC1206JR-7W0RL","YAGEO","YAGEO","RES 0 OHM JUMPER 1/2W 1206","85,051","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","0 Ohms","Jumper","-","Thick Film","Moisture Resistant","-","-55°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.063"" W (3.10mm x 1.60mm)","0.026"" (0.65mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/Yageo-0603.jpg","13-RC1206FR-130RLTR-ND,13-RC1206FR-130RLCT-ND,13-RC1206FR-130RLDKR-ND","RC1206FR-130RL","YAGEO","YAGEO","RES 0 OHM JUMPER 1206","18,652","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","0 Ohms","Jumper","-","Thick Film","Moisture Resistant","-","-55°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.063"" W (3.10mm x 1.60mm)","0.026"" (0.65mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/Yageo-0603.jpg","13-RC1206FR-100RLTR-ND,13-RC1206FR-100RLCT-ND,13-RC1206FR-100RLDKR-ND","RC1206FR-100RL","YAGEO","YAGEO","RES 0 OHM JUMPER 1206","13,527","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","0 Ohms","Jumper","-","Thick Film","Moisture Resistant","-","-55°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.063"" W (3.10mm x 1.60mm)","0.026"" (0.65mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/Yageo-0603.jpg","13-RC1206FR-101RLTR-ND,13-RC1206FR-101RLCT-ND,13-RC1206FR-101RLDKR-ND","RC1206FR-101RL","YAGEO","YAGEO","RES 1 OHM 1% 1/4W 1206","40,702","0.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1 Ohms","±1%","0.25W, 1/4W","Thick Film","Moisture Resistant","±200ppm/°C","-55°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.063"" W (3.10mm x 1.60mm)","0.026"" (0.65mm)","2","-","-"
"https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rc_group_51_rohs_l.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/Yageo-0603.jpg","311-1.0ERTR-ND,311-1.0ERCT-ND,311-1.0ERDKR-ND","RC1206JR-071RL","YAGEO","YAGEO","RES 1 OHM 5% 1/4W 1206","590,822","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1 Ohms","±5%","0.25W, 1/4W","Thick Film","Moisture Resistant","±200ppm/°C","-55°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.063"" W (3.10mm x 1.60mm)","0.026"" (0.65mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/Yageo-0603.jpg","311-1.00FRTR-ND,311-1.00FRCT-ND,311-1.00FRDKR-ND","RC1206FR-071RL","YAGEO","YAGEO","RES 1 OHM 1% 1/4W 1206","677,424","0.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1 Ohms","±1%","0.25W, 1/4W","Thick Film","Moisture Resistant","±200ppm/°C","-55°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.063"" W (3.10mm x 1.60mm)","0.026"" (0.65mm)","2","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/Yageo-0603.jpg","13-RC1206JR-101RLTR-ND,13-RC1206JR-101RLCT-ND,13-RC1206JR-101RLDKR-ND","RC1206JR-101RL","YAGEO","YAGEO","RES 1 OHM 5% 1/4W 1206","23,765","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1 Ohms","±5%","0.25W, 1/4W","Thick Film","-","±200ppm/°C","-55°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.063"" W (3.10mm x 1.60mm)","0.026"" (0.65mm)","2","-","-"
"https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rc_group_51_rohs_l.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/Yageo-0603.jpg","13-RC1206FR-131RLTR-ND,13-RC1206FR-131RLCT-ND,13-RC1206FR-131RLDKR-ND","RC1206FR-131RL","YAGEO","YAGEO","RES 1 OHM 1% 1/4W 1206","35,392","0.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1 Ohms","±1%","0.25W, 1/4W","Thick Film","-","±200ppm/°C","-55°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.063"" W (3.10mm x 1.60mm)","0.026"" (0.65mm)","2","-","-"
